Burrito,Date,Chips,Cost,Hunger,Length,Circum,Volume,Tortilla,Temp,Meat,Fillings,Meat:filling,Uniformity,Salsa,Synergy,Wrap,overall,Rec,Unreliable,NonSD,Beef,Pico,Guac,Cheese,Fries,Sour cream,Pork,Chicken,Shrimp,Fish,Rice,Beans,Lettuce,Tomato,Bell peper,Carrots,Cabbage,Sauce,Salsa.1,Cilantro,Onion,Taquito,Pineapple,Ham,Chile relleno,Nopales,Lobster,Egg,Mushroom,Bacon,Sushi,Avocado,Corn,Zucchini,Great
California,8/12/2016,0,6.89,4.0,21.5,22.5,0.87,3.5,4.5,3.5,3.5,3.0,1.5,2.5,3.5,5.0,3.5,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Asada,8/12/2016,0,6.89,5.0,18.5,21.0,0.65,3.0,5.0,4.5,4.5,3.0,4.0,4.5,4.0,4.5,4.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,8/16/2016,0,4.99,3.5,23.0,19.0,0.66,3.0,3.0,3.0,3.0,2.5,2.0,2.5,3.0,4.0,2.8,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,8/16/2016,0,5.29,3.5,22.5,20.5,0.75,2.5,4.5,2.0,3.0,2.5,1.5,3.0,2.0,4.5,2.5,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,8/17/2016,0,7.49,2.0,18.5,21.5,0.68,4.0,5.0,4.5,3.5,3.5,2.0,3.5,4.0,5.0,4.0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,8/17/2016,0,7.49,2.5,16.5,23.5,0.73,3.5,5.0,4.0,3.0,4.0,4.5,3.0,3.5,5.0,4.0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,8/19/2016,0,6.5,3.5,20.5,20.5,0.69,2.5,4.0,3.5,4.0,4.0,3.0,1.5,3.5,5.0,3.6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Asada,8/19/2016,0,6.5,5.0,21.0,21.0,0.74,4.5,4.5,3.5,4.0,4.0,3.5,4.0,4.0,4.0,4.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,8/21/2016,0,6.25,3.5,21.5,19.5,0.65,2.5,3.5,3.0,3.0,5.0,4.5,3.5,2.0,5.0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,8/21/2016,0,6.25,3.0,21.0,19.5,0.64,3.0,4.0,4.0,3.0,3.5,4.5,4.0,4.0,5.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,8/27/2016,1,5.99,4.0,18.5,21.0,0.65,4.0,4.5,2.5,2.5,2.5,1.5,3.0,4.0,5.0,3.0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,8/27/2016,0,5.69,3.0,17.5,23.5,0.77,4.0,4.5,3.0,3.5,4.0,3.5,2.5,4.0,4.5,4.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,8/30/2016,1,7.99,3.5,17.0,20.0,0.54,1.5,4.0,3.0,3.0,1.5,4.5,2.5,3.0,1.5,3.2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False
Surf & Turf,8/30/2016,1,8.25,4.0,19.0,22.5,0.77,3.0,2.5,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
Surf & Turf,8/30/2016,0,8.25,3.0,19.0,24.0,0.87,5.0,3.0,5.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
Surf & Turf,8/30/2016,0,8.25,3.9,,,,2.1,1.9,2.6,2.4,2.9,3.2,4.0,2.5,3.0,2.4,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
Surf & Turf,8/30/2016,0,8.25,4.0,20.0,22.0,0.77,3.0,2.5,2.0,2.8,3.5,3.5,4.0,3.0,4.0,2.2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
Surf & Turf,8/30/2016,0,8.25,3.5,20.0,22.0,0.77,3.6,3.2,3.2,3.5,3.6,3.5,3.371969696969697,3.8,3.9,3.6,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
Surf & Turf,8/30/2016,0,8.25,3.0,21.0,24.5,1.0,3.0,3.0,4.0,3.5,3.0,2.0,3.5,3.5,4.0,3.9,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
Surf & Turf,8/30/2016,0,8.25,4.0,18.5,25.5,0.96,3.5,2.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,3.5,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
Surf & Turf,8/30/2016,0,8.25,4.0,,,,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
Surf & Turf,8/30/2016,0,8.25,1.0,,,,3.0,2.0,4.0,3.0,5.0,5.0,4.0,3.5,5.0,3.5,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
Surf & Turf,8/30/2016,0,8.25,2.0,20.0,24.5,0.96,3.5,2.0,5.0,3.5,4.0,2.5,3.5,3.0,3.5,3.5,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
Surf & Turf,8/30/2016,0,8.25,3.0,19.0,24.0,0.87,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
Surf & Turf,8/30/2016,0,8.25,1.0,19.5,25.5,1.01,4.0,3.0,3.5,3.0,5.0,4.0,2.0,3.0,4.0,3.0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
Other,8/30/2016,0,7.5,3.8,19.0,25.0,0.94,3.8,4.0,4.0,4.0,4.0,4.0,4.5,4.5,4.5,4.4,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,8/30/2016,0,6.95,3.0,19.0,23.0,0.8,5.0,5.0,3.62039312039312,5.0,3.5864805825242727,5.0,4.5,5.0,3.0,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,True
Other,8/30/2016,0,5.25,3.0,19.5,25.5,1.01,4.5,4.5,3.62039312039312,3.5,3.5864805825242727,3.0,4.0,3.5,5.0,3.25,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,8/30/2016,0,3.75,5.0,18.0,22.0,0.69,4.0,3.0,3.62039312039312,1.0,3.5864805825242727,3.0,3.0,2.0,3.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,8/30/2016,0,7.5,2.5,19.0,23.5,0.83,3.0,3.0,5.0,3.5,3.0,3.5,4.5,4.0,4.5,3.9,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,8/30/2016,0,7.5,5.0,17.0,23.0,0.72,3.5,3.0,2.0,3.0,3.0,2.0,4.0,2.5,5.0,3.5,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,8/30/2016,0,7.5,4.0,18.0,24.5,0.86,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,8/30/2016,0,7.5,4.5,18.0,26.0,0.97,3.5,4.0,4.5,4.0,3.5,3.5,4.0,4.0,4.5,4.25,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,8/30/2016,0,7.5,2.0,19.0,25.0,0.94,4.0,5.0,5.0,4.0,4.5,4.5,5.0,4.5,4.0,4.5,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,8/30/2016,0,7.5,4.0,20.0,23.5,0.88,3.5,2.5,3.0,4.5,3.0,2.0,5.0,4.5,3.5,2.5,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,8/30/2016,0,7.5,3.0,20.0,22.0,0.77,3.5,5.0,3.5,4.0,3.0,3.0,4.0,2.5,5.0,3.0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,8/30/2016,0,7.5,5.0,,,,3.5,2.0,3.5,3.5,3.0,4.0,2.0,2.0,4.0,3.5,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,8/30/2016,0,7.5,3.0,17.0,21.0,0.6,2.5,2.5,3.0,2.0,2.0,1.0,5.0,1.0,5.0,1.5,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,8/30/2016,0,7.5,4.0,17.5,21.2,0.63,5.0,3.0,5.0,5.0,3.0,2.0,2.0,3.0,5.0,4.0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,8/30/2016,0,7.5,5.0,19.0,21.0,0.67,5.0,4.0,2.0,1.0,4.0,3.0,5.0,4.0,2.0,2.0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,8/30/2016,0,7.5,4.5,19.5,19.0,0.56,4.0,4.0,3.5,4.5,4.0,4.0,5.0,4.5,4.0,4.0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,9/5/2016,0,4.99,3.5,,,,2.5,2.5,4.0,2.5,1.0,1.0,2.0,4.0,0.0,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,9/5/2016,0,4.99,2.5,16.5,22.0,0.64,2.0,2.5,3.5,2.0,3.0,2.5,2.0,2.5,2.5,2.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,9/9/2016,0,6.45,3.0,19.5,21.5,0.72,4.0,5.0,3.5,3.0,3.5,3.5,4.0,2.5,4.0,3.5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,9/9/2016,0,6.99,4.0,19.5,22.0,0.75,3.0,4.5,4.0,4.0,3.5,3.0,4.0,4.0,5.0,4.0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,9/11/2016,0,5.79,4.0,,,,3.0,4.5,4.0,4.0,4.0,5.0,2.5,3.0,5.0,3.6,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,9/11/2016,0,5.79,4.0,,,,4.0,3.0,4.0,2.5,3.5,4.0,2.0,2.5,5.0,3.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,9/11/2016,0,7.29,3.7,,,,3.8,4.7,4.0,3.5,4.5,4.0,4.0,4.5,5.0,4.0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Asada,9/11/2016,0,5.69,3.0,,,,4.0,3.0,1.5,3.0,4.0,4.5,3.5,2.0,4.5,3.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Carnitas,9/13/2016,0,7.15,4.0,16.5,26.5,0.92,2.5,2.5,3.0,2.8,2.5,3.5,3.371969696969697,3.0,3.5,2.75,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False
Other,9/16/2016,0,6.99,4.0,,,,4.5,4.0,4.5,4.5,4.5,4.5,4.5,5.0,4.0,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,9/16/2016,0,7.49,4.1,,,,4.0,4.5,4.5,4.5,4.7,4.5,4.2,4.5,5.0,4.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,9/18/2016,0,7.9,3.5,20.5,23.0,0.86,4.0,5.0,4.0,4.0,3.0,4.0,3.5,4.0,4.0,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,9/18/2016,0,7.9,3.5,22.0,23.0,0.93,4.0,3.5,4.5,4.5,3.5,3.5,3.5,4.0,3.0,4.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,9/22/2016,0,6.95,3.5,20.0,21.5,0.74,3.5,3.5,3.0,4.0,3.0,3.0,4.5,3.5,2.0,3.6,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,9/22/2016,0,5.95,4.0,20.5,20.0,0.65,3.5,5.0,4.5,3.5,4.0,4.5,4.5,4.0,5.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Asada,9/25/2016,0,5.49,4.0,23.5,19.0,0.68,3.0,5.0,3.0,3.0,2.5,4.0,3.5,3.0,5.0,3.1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,9/25/2016,0,3.99,4.5,22.5,19.5,0.68,3.5,4.0,3.0,2.5,2.8,4.0,2.5,2.5,5.0,2.6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,9/22/2016,0,6.35,4.0,,,,4.0,2.5,4.0,3.0,4.5,2.0,2.0,3.0,4.0,3.0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Carnitas,9/26/2016,0,5.99,2.5,18.5,20.0,0.59,3.2,3.8,4.5,2.8,4.0,2.0,1.8,3.5,5.0,4.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,9/27/2016,0,7.65,4.5,26.0,24.5,1.24,3.5,4.5,2.5,2.5,1.0,1.5,3.0,2.5,3.0,2.7,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,9/27/2016,0,6.6,3.5,22.0,23.0,0.93,4.0,4.5,4.0,4.0,4.5,5.0,4.5,4.5,4.5,4.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,9/27/2016,0,6.3,4.0,22.0,22.0,0.85,4.0,3.6,4.0,4.0,4.0,4.0,3.371969696969697,4.0,4.0,4.2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,True
Carnitas,9/27/2016,0,6.6,3.0,,,,4.0,4.0,5.0,5.0,4.5,3.0,2.0,4.0,4.0,4.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,9/29/2016,0,5.99,4.0,18.0,20.0,0.57,3.5,3.5,2.0,3.0,4.5,4.5,3.0,3.0,5.0,3.2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,10/1/2016,1,7.9,4.0,20.0,22.0,0.77,4.0,4.0,4.0,4.0,4.5,4.0,4.0,4.0,2.5,4.2,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,10/1/2016,0,7.9,3.0,18.5,22.0,0.71,4.0,4.0,3.5,4.5,4.0,3.5,2.5,4.0,1.5,4.0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Carnitas,10/2/2016,1,6.6,3.2,,,,1.4,3.7,3.0,3.2,4.8,2.4,3.0,2.9,3.0,3.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Asada,10/2/2016,0,6.6,4.0,,,,4.0,3.5,3.5,3.5,4.0,3.0,3.5,3.5,4.5,3.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,10/5/2016,0,6.1,4.0,22.0,22.0,0.85,3.5,3.5,2.0,3.5,4.5,3.5,3.0,3.5,4.0,3.3,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,10/7/2016,0,6.25,4.0,22.5,18.0,0.58,3.5,4.0,2.5,3.0,1.5,2.5,2.5,2.8,5.0,3.2,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,10/12/2016,0,6.5,4.0,19.5,21.0,0.68,3.0,2.5,2.5,3.0,4.0,3.5,2.5,3.0,5.0,3.3,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,10/12/2016,0,5.5,4.0,20.0,20.0,0.64,3.5,5.0,3.0,3.0,3.5,3.5,2.0,4.0,5.0,3.5,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,10/12/2016,0,5.5,2.0,20.0,23.0,0.84,3.0,5.0,3.0,4.0,2.0,2.0,2.0,4.5,4.0,3.5,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,10/12/2016,0,4.95,3.0,,,,3.5,5.0,4.0,4.0,3.78,5.0,3.371969696969697,4.7,5.0,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,10/17/2016,0,6.99,3.5,19.0,20.0,0.6,3.0,3.0,3.0,3.0,3.7,3.5,3.8,3.0,5.0,3.5,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,10/17/2016,0,7.067342995169067,3.5,,,,4.0,5.0,4.5,4.2,4.7,4.4,4.0,4.9,5.0,4.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,10/18/2016,0,6.5,3.0,18.5,20.5,0.62,3.0,4.5,3.5,1.5,1.5,2.0,3.2,2.0,4.5,2.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,10/18/2016,0,5.5,3.0,17.0,22.0,0.65,3.0,4.0,4.5,3.0,2.0,4.0,4.5,3.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,10/18/2016,0,4.99,4.0,,,,4.5,5.0,3.0,3.0,3.0,2.5,0.0,2.5,5.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,10/17/2016,0,6.95,4.0,22.0,23.0,0.93,4.0,2.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Surf & Turf,10/17/2016,0,7.0,4.0,22.5,21.0,,3.0,3.0,3.5,4.0,4.0,3.0,3.0,4.0,3.5,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Carnitas,10/27/2016,0,5.95,3.0,18.0,20.0,0.57,4.0,3.0,4.0,3.0,4.0,2.0,3.5,3.0,5.0,3.9,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,10/27/2016,0,6.99,3.5,19.0,21.0,0.67,2.0,5.0,4.2,3.0,4.7,5.0,3.7,4.2,5.0,4.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,10/27/2016,0,7.067342995169067,4.5,,,,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,10/27/2016,0,7.067342995169067,2.0,,,,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Other,10/27/2016,0,7.067342995169067,3.0,,,,5.0,5.0,3.62039312039312,3.0,2.0,2.0,3.371969696969697,1.0,5.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
California,10/29/2016,0,7.49,4.0,17.5,23.5,0.77,2.0,3.5,4.2,4.3,4.0,2.2,4.5,4.0,2.2,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,10/29/2016,0,7.49,2.0,18.5,22.0,0.71,3.8,3.8,4.0,4.2,3.75,4.0,4.75,4.4,3.8,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Other,11/1/2016,0,5.99,4.0,19.5,21.5,0.72,3.0,4.5,3.7,2.8,5.0,4.5,3.0,2.3,4.5,3.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Asada,11/1/2016,0,5.99,2.0,21.0,23.5,0.92,2.0,4.0,4.5,4.0,4.0,3.0,4.0,4.0,2.0,4.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,11/2/2016,0,6.39,4.0,20.0,21.0,0.7,4.0,4.0,4.0,4.0,4.5,4.5,4.2,4.5,4.5,4.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
California,11/2/2016,0,6.39,4.25,22.0,22.0,0.85,2.0,4.0,3.7,2.0,4.0,4.5,4.5,2.7,5.0,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
